ano,mes,faixa,sexo,grupo,subgrupo,obitos
2013,1.0,20-29,F,outras,,98
2013,1.0,20-29,F,respiratorio,,18
2013,1.0,20-29,F,respiratorio,pneumonia_j12_j18,18
2013,1.0,20-29,I,externas,,2
2013,1.0,20-29,M,circulatorio,cardiomiopatia_i42_i43,14
2013,1.0,20-29,M,circulatorio,cardiopatia_mal_definida_i51,4
2013,1.0,20-29,M,circulatorio,cerebrovascular_i60_i69,20
2013,1.0,20-29,M,circulatorio,circulatorio_outras,16
2013,1.0,20-29,M,circulatorio,embolia_pulmonar_i26,3
2013,1.0,20-29,M,circulatorio,hipertensao_i10,6
2013,1.0,20-29,M,circulatorio,infarto_agudo_i21_i22,32
2013,1.0,20-29,M,circulatorio,insuf_cardiaca_i50,6
2013,1.0,20-29,M,circulatorio,isquemica_outras_i20_i25,4
2013,1.0,20-29,M,circulatorio,parada_arritmia_i46_i49,5
2013,1.0,20-29,M,digestivo,,48
2013,1.0,20-29,M,endocrino_diabetes,,15
2013,1.0,20-29,M,endocrino_diabetes,diabetes_e10_e14,10
2013,1.0,20-29,M,externas,,2921
2013,1.0,20-29,M,geniturinario,,12
2013,1.0,20-29,M,infecciosas,,112
2013,1.0,20-29,M,infecciosas,sepse_a40_a41,9
2013,1.0,20-29,M,mal_definidas,,163
2013,1.0,20-29,M,neoplasias,cancer_colorretal_c18_c21,9
2013,1.0,20-29,M,neoplasias,cancer_estomago_c16,5
2013,1.0,20-29,M,neoplasias,cancer_hematologico_c81_c96,35
2013,1.0,20-29,M,neoplasias,cancer_outros_c00_c97,69
2013,1.0,20-29,M,neoplasias,cancer_prostata_c61,1
2013,1.0,20-29,M,neoplasias,cancer_pulmao_c34,3
2013,1.0,20-29,M,neoplasias,neoplasia_in_situ_benigna_d00_d48,3
2013,1.0,20-29,M,neuro_mentais,,87
2013,1.0,20-29,M,outras,,47
2013,1.0,20-29,M,respiratorio,,32
2013,1.0,20-29,M,respiratorio,pneumonia_j12_j18,47
2013,1.0,30-39,F,circulatorio,cardiomiopatia_i42_i43,17
2013,1.0,30-39,F,circulatorio,cerebrovascular_i60_i69,88
2013,1.0,30-39,F,circulatorio,circulatorio_outras,55
2013,1.0,30-39,F,circulatorio,embolia_pulmonar_i26,9
2013,1.0,30-39,F,circulatorio,hipertensao_i10,13
2013,1.0,30-39,F,circulatorio,infarto_agudo_i21_i22,52
2013,1.0,30-39,F,circulatorio,insuf_cardiaca_i50,12
2013,1.0,30-39,F,circulatorio,isquemica_outras_i20_i25,7
2013,1.0,30-39,F,circulatorio,miocardite_i40_i41,1
2013,1.0,30-39,F,circulatorio,parada_arritmia_i46_i49,4
2013,1.0,30-39,F,circulatorio,trombose_venosa_i80_i82,4
2013,1.0,30-39,F,digestivo,,91
2013,1.0,30-39,F,endocrino_diabetes,,31
2013,1.0,30-39,F,endocrino_diabetes,diabetes_e10_e14,33
2013,1.0,30-39,F,externas,,286
2013,1.0,30-39,F,geniturinario,,38
2013,1.0,30-39,F,infecciosas,,161
2013,1.0,30-39,F,infecciosas,sepse_a40_a41,14
2013,1.0,30-39,F,mal_definidas,,87
2013,1.0,30-39,F,neoplasias,cancer_colorretal_c18_c21,20
2013,1.0,30-39,F,neoplasias,cancer_estomago_c16,14
2013,1.0,30-39,F,neoplasias,cancer_hematologico_c81_c96,26
2013,1.0,30-39,F,neoplasias,cancer_mama_c50,85
2013,1.0,30-39,F,neoplasias,cancer_outros_c00_c97,159
2013,1.0,30-39,F,neoplasias,cancer_pancreas_c25,4
2013,1.0,30-39,F,neoplasias,cancer_pulmao_c34,9
2013,1.0,30-39,F,neoplasias,neoplasia_in_situ_benigna_d00_d48,9
2013,1.0,30-39,F,neuro_mentais,,48
2013,1.0,30-39,F,outras,,141
2013,1.0,30-39,F,respiratorio,,48
2013,1.0,30-39,F,respiratorio,pneumonia_j12_j18,35
2013,1.0,30-39,M,circulatorio,cardiomiopatia_i42_i43,31
2013,1.0,30-39,M,circulatorio,cardiopatia_mal_definida_i51,15
2013,1.0,30-39,M,circulatorio,cerebrovascular_i60_i69,93
2013,1.0,30-39,M,circulatorio,circulatorio_outras,39
2013,1.0,30-39,M,circulatorio,embolia_pulmonar_i26,9
2013,1.0,30-39,M,circulatorio,hipertensao_i10,19
2013,1.0,30-39,M,circulatorio,infarto_agudo_i21_i22,113
2013,1.0,30-39,M,circulatorio,insuf_cardiaca_i50,17
2013,1.0,30-39,M,circulatorio,isquemica_outras_i20_i25,16
2013,1.0,30-39,M,circulatorio,miocardite_i40_i41,2
2013,1.0,30-39,M,circulatorio,parada_arritmia_i46_i49,5
2013,1.0,30-39,M,circulatorio,trombose_venosa_i80_i82,4
2013,1.0,30-39,M,digestivo,,242
2013,1.0,30-39,M,endocrino_diabetes,,33
2013,1.0,30-39,M,endocrino_diabetes,diabetes_e10_e14,41
2013,1.0,30-39,M,externas,,2041
2013,1.0,30-39,M,geniturinario,,29
2013,1.0,30-39,M,infecciosas,,262
2013,1.0,30-39,M,infecciosas,sepse_a40_a41,30
2013,1.0,30-39,M,mal_definidas,,244
2013,1.0,30-39,M,neoplasias,cancer_colorretal_c18_c21,18
2013,1.0,30-39,M,neoplasias,cancer_estomago_c16,17
2013,1.0,30-39,M,neoplasias,cancer_hematologico_c81_c96,43
2013,1.0,30-39,M,neoplasias,cancer_mama_c50,1
2013,1.0,30-39,M,neoplasias,cancer_outros_c00_c97,103
2013,1.0,30-39,M,neoplasias,cancer_pancreas_c25,5
2013,1.0,30-39,M,neoplasias,cancer_pulmao_c34,10
2013,1.0,30-39,M,neoplasias,neoplasia_in_situ_benigna_d00_d48,6
2013,1.0,30-39,M,neuro_mentais,,178
2013,1.0,30-39,M,outras,,31
2013,1.0,30-39,M,respiratorio,,64
2013,1.0,30-39,M,respiratorio,pneumonia_j12_j18,80
2013,1.0,40-49,F,circulatorio,cardiomiopatia_i42_i43,33
2013,1.0,40-49,F,circulatorio,cardiopatia_mal_definida_i51,11
2013,1.0,40-49,F,circulatorio,cerebrovascular_i60_i69,219
2013,1.0,40-49,F,circulatorio,circulatorio_outras,110
2013,1.0,40-49,F,circulatorio,embolia_pulmonar_i26,19
2013,1.0,40-49,F,circulatorio,hipertensao_i10,46
2013,1.0,40-49,F,circulatorio,infarto_agudo_i21_i22,160
2013,1.0,40-49,F,circulatorio,insuf_cardiaca_i50,22
2013,1.0,40-49,F,circulatorio,isquemica_outras_i20_i25,20
2013,1.0,40-49,F,circulatorio,miocardite_i40_i41,2
2013,1.0,40-49,F,circulatorio,parada_arritmia_i46_i49,12
2013,1.0,40-49,F,circulatorio,trombose_venosa_i80_i82,6
2013,1.0,40-49,F,digestivo,,195
2013,1.0,40-49,F,endocrino_diabetes,,53
2013,1.0,40-49,F,endocrino_diabetes,diabetes_e10_e14,111
2013,1.0,40-49,F,externas,,269
2013,1.0,40-49,F,geniturinario,,62
2013,1.0,40-49,F,infecciosas,,172
2013,1.0,40-49,F,infecciosas,sepse_a40_a41,28
2013,1.0,40-49,F,mal_definidas,,146
2013,1.0,40-49,F,neoplasias,cancer_colorretal_c18_c21,54
2013,1.0,40-49,F,neoplasias,cancer_estomago_c16,34
2013,1.0,40-49,F,neoplasias,cancer_hematologico_c81_c96,40
2013,1.0,40-49,F,neoplasias,cancer_mama_c50,200
2013,1.0,40-49,F,neoplasias,cancer_outros_c00_c97,390
2013,1.0,40-49,F,neoplasias,cancer_pancreas_c25,23
2013,1.0,40-49,F,neoplasias,cancer_pulmao_c34,47
2013,1.0,40-49,F,neoplasias,neoplasia_in_situ_benigna_d00_d48,14
2013,1.0,40-49,F,neuro_mentais,,71
2013,1.0,40-49,F,outras,,77
2013,1.0,40-49,F,respiratorio,,69
2013,1.0,40-49,F,respiratorio,pneumonia_j12_j18,64
2013,1.0,40-49,M,circulatorio,cardiomiopatia_i42_i43,73
2013,1.0,40-49,M,circulatorio,cardiopatia_mal_definida_i51,20
2013,1.0,40-49,M,circulatorio,cerebrovascular_i60_i69,212
2013,1.0,40-49,M,circulatorio,circulatorio_outras,130
2013,1.0,40-49,M,circulatorio,embolia_pulmonar_i26,21
2013,1.0,40-49,M,circulatorio,hipertensao_i10,50
2013,1.0,40-49,M,circulatorio,infarto_agudo_i21_i22,345
2013,1.0,40-49,M,circulatorio,insuf_cardiaca_i50,54
2013,1.0,40-49,M,circulatorio,isquemica_outras_i20_i25,54
2013,1.0,40-49,M,circulatorio,parada_arritmia_i46_i49,17
2013,1.0,40-49,M,circulatorio,trombose_venosa_i80_i82,10
2013,1.0,40-49,M,digestivo,,555
2013,1.0,40-49,M,endocrino_diabetes,,55
2013,1.0,40-49,M,endocrino_diabetes,diabetes_e10_e14,134
2013,1.0,40-49,M,externas,,1537
2013,1.0,40-49,M,geniturinario,,53
2013,1.0,40-49,M,infecciosas,,371
2013,1.0,40-49,M,infecciosas,sepse_a40_a41,37
2013,1.0,40-49,M,mal_definidas,,337
2013,1.0,40-49,M,neoplasias,cancer_colorretal_c18_c21,56
2013,1.0,40-49,M,neoplasias,cancer_estomago_c16,58
2013,1.0,40-49,M,neoplasias,cancer_hematologico_c81_c96,58
2013,1.0,40-49,M,neoplasias,cancer_outros_c00_c97,344
2013,1.0,40-49,M,neoplasias,cancer_pancreas_c25,29
2013,1.0,40-49,M,neoplasias,cancer_prostata_c61,7
2013,1.0,40-49,M,neoplasias,cancer_pulmao_c34,58
2013,1.0,40-49,M,neoplasias,neoplasia_in_situ_benigna_d00_d48,11
2013,1.0,40-49,M,neuro_mentais,,277
2013,1.0,40-49,M,outras,,57
2013,1.0,40-49,M,respiratorio,,110
2013,1.0,40-49,M,respiratorio,pneumonia_j12_j18,149
2013,1.0,50-59,F,circulatorio,cardiomiopatia_i42_i43,49
2013,1.0,50-59,F,circulatorio,cardiopatia_mal_definida_i51,21
2013,1.0,50-59,F,circulatorio,cerebrovascular_i60_i69,398
2013,1.0,50-59,F,circulatorio,circulatorio_outras,178
2013,1.0,50-59,F,circulatorio,embolia_pulmonar_i26,32
2013,1.0,50-59,F,circulatorio,hipertensao_i10,90
2013,1.0,50-59,F,circulatorio,infarto_agudo_i21_i22,348
2013,1.0,50-59,F,circulatorio,insuf_cardiaca_i50,63
2013,1.0,50-59,F,circulatorio,isquemica_outras_i20_i25,77
2013,1.0,50-59,F,circulatorio,parada_arritmia_i46_i49,21
2013,1.0,50-59,F,circulatorio,trombose_venosa_i80_i82,19
2013,1.0,50-59,F,digestivo,,242
2013,1.0,50-59,F,endocrino_diabetes,,68
2013,1.0,50-59,F,endocrino_diabetes,diabetes_e10_e14,256
2013,1.0,50-59,F,externas,,202
2013,1.0,50-59,F,geniturinario,,99
2013,1.0,50-59,F,infecciosas,,162
2013,1.0,50-59,F,infecciosas,sepse_a40_a41,62
2013,1.0,50-59,F,mal_definidas,,195
2013,1.0,50-59,F,neoplasias,cancer_colorretal_c18_c21,135
2013,1.0,50-59,F,neoplasias,cancer_estomago_c16,63
2013,1.0,50-59,F,neoplasias,cancer_hematologico_c81_c96,85
2013,1.0,50-59,F,neoplasias,cancer_mama_c50,302
2013,1.0,50-59,F,neoplasias,cancer_outros_c00_c97,694
2013,1.0,50-59,F,neoplasias,cancer_pancreas_c25,56
2013,1.0,50-59,F,neoplasias,cancer_pulmao_c34,165
2013,1.0,50-59,F,neoplasias,neoplasia_in_situ_benigna_d00_d48,17
2013,1.0,50-59,F,neuro_mentais,,79
2013,1.0,50-59,F,neuro_mentais,alzheimer_g30,2
2013,1.0,50-59,F,outras,,73
2013,1.0,50-59,F,respiratorio,,199
2013,1.0,50-59,F,respiratorio,pneumonia_j12_j18,121
2013,1.0,50-59,I,neuro_mentais,,1
2013,1.0,50-59,M,circulatorio,cardiomiopatia_i42_i43,104
2013,1.0,50-59,M,circulatorio,cardiopatia_mal_definida_i51,43
2013,1.0,50-59,M,circulatorio,cerebrovascular_i60_i69,539
2013,1.0,50-59,M,circulatorio,circulatorio_outras,253
2013,1.0,50-59,M,circulatorio,embolia_pulmonar_i26,38
2013,1.0,50-59,M,circulatorio,hipertensao_i10,126
2013,1.0,50-59,M,circulatorio,infarto_agudo_i21_i22,786
2013,1.0,50-59,M,circulatorio,insuf_cardiaca_i50,119
2013,1.0,50-59,M,circulatorio,isquemica_outras_i20_i25,147
2013,1.0,50-59,M,circulatorio,parada_arritmia_i46_i49,38
2013,1.0,50-59,M,circulatorio,trombose_venosa_i80_i82,9
2013,1.0,50-59,M,digestivo,,784
2013,1.0,50-59,M,endocrino_diabetes,,79
2013,1.0,50-59,M,endocrino_diabetes,diabetes_e10_e14,319
2013,1.0,50-59,M,externas,,998
2013,1.0,50-59,M,geniturinario,,128
2013,1.0,50-59,M,infecciosas,,371
2013,1.0,50-59,M,infecciosas,sepse_a40_a41,81
2013,1.0,50-59,M,mal_definidas,,530
2013,1.0,50-59,M,neoplasias,cancer_colorretal_c18_c21,108
2013,1.0,50-59,M,neoplasias,cancer_estomago_c16,160
2013,1.0,50-59,M,neoplasias,cancer_hematologico_c81_c96,97
2013,1.0,50-59,M,neoplasias,cancer_mama_c50,2
2013,1.0,50-59,M,neoplasias,cancer_outros_c00_c97,845
2013,1.0,50-59,M,neoplasias,cancer_pancreas_c25,70
2013,1.0,50-59,M,neoplasias,cancer_prostata_c61,58
2013,1.0,50-59,M,neoplasias,cancer_pulmao_c34,201
2013,1.0,50-59,M,neoplasias,neoplasia_in_situ_benigna_d00_d48,17
2013,1.0,50-59,M,neuro_mentais,,271
2013,1.0,50-59,M,neuro_mentais,alzheimer_g30,1
2013,1.0,50-59,M,outras,,84
2013,1.0,50-59,M,respiratorio,,290
2013,1.0,50-59,M,respiratorio,pneumonia_j12_j18,230
2013,1.0,60-69,F,circulatorio,cardiomiopatia_i42_i43,77
2013,1.0,60-69,F,circulatorio,cardiopatia_mal_definida_i51,28
2013,1.0,60-69,F,circulatorio,cerebrovascular_i60_i69,606
2013,1.0,60-69,F,circulatorio,circulatorio_outras,273
2013,1.0,60-69,F,circulatorio,embolia_pulmonar_i26,28
2013,1.0,60-69,F,circulatorio,hipertensao_i10,153
2013,1.0,60-69,F,circulatorio,infarto_agudo_i21_i22,561
2013,1.0,60-69,F,circulatorio,insuf_cardiaca_i50,146
2013,1.0,60-69,F,circulatorio,isquemica_outras_i20_i25,117
2013,1.0,60-69,F,circulatorio,parada_arritmia_i46_i49,38
2013,1.0,60-69,F,circulatorio,trombose_venosa_i80_i82,16
2013,1.0,60-69,F,digestivo,,328
2013,1.0,60-69,F,endocrino_diabetes,,92
2013,1.0,60-69,F,endocrino_diabetes,diabetes_e10_e14,566
2013,1.0,60-69,F,externas,,181
2013,1.0,60-69,F,geniturinario,,178
2013,1.0,60-69,F,infecciosas,,155
2013,1.0,60-69,F,infecciosas,sepse_a40_a41,97
2013,1.0,60-69,F,mal_definidas,,296
2013,1.0,60-69,F,neoplasias,cancer_colorretal_c18_c21,144
2013,1.0,60-69,F,neoplasias,cancer_estomago_c16,99
2013,1.0,60-69,F,neoplasias,cancer_hematologico_c81_c96,81
2013,1.0,60-69,F,neoplasias,cancer_mama_c50,256
2013,1.0,60-69,F,neoplasias,cancer_outros_c00_c97,802
2013,1.0,60-69,F,neoplasias,cancer_pancreas_c25,86
2013,1.0,60-69,F,neoplasias,cancer_pulmao_c34,222
2013,1.0,60-69,F,neoplasias,neoplasia_in_situ_benigna_d00_d48,21
2013,1.0,60-69,F,neuro_mentais,,99
2013,1.0,60-69,F,neuro_mentais,alzheimer_g30,22
2013,1.0,60-69,F,outras,,96
2013,1.0,60-69,F,respiratorio,,363
2013,1.0,60-69,F,respiratorio,pneumonia_j12_j18,243
2013,1.0,60-69,M,circulatorio,cardiomiopatia_i42_i43,128
2013,1.0,60-69,M,circulatorio,cardiopatia_mal_definida_i51,53
2013,1.0,60-69,M,circulatorio,cerebrovascular_i60_i69,793
2013,1.0,60-69,M,circulatorio,circulatorio_outras,402
2013,1.0,60-69,M,circulatorio,embolia_pulmonar_i26,38
2013,1.0,60-69,M,circulatorio,hipertensao_i10,155
2013,1.0,60-69,M,circulatorio,infarto_agudo_i21_i22,993
2013,1.0,60-69,M,circulatorio,insuf_cardiaca_i50,184
2013,1.0,60-69,M,circulatorio,isquemica_outras_i20_i25,230
2013,1.0,60-69,M,circulatorio,miocardite_i40_i41,2
2013,1.0,60-69,M,circulatorio,parada_arritmia_i46_i49,56
2013,1.0,60-69,M,circulatorio,trombose_venosa_i80_i82,14
2013,1.0,60-69,M,digestivo,,652
2013,1.0,60-69,M,endocrino_diabetes,,102
2013,1.0,60-69,M,endocrino_diabetes,diabetes_e10_e14,504
2013,1.0,60-69,M,externas,,567
2013,1.0,60-69,M,geniturinario,,192
2013,1.0,60-69,M,infecciosas,,266
2013,1.0,60-69,M,infecciosas,sepse_a40_a41,104
2013,1.0,60-69,M,mal_definidas,,527
2013,1.0,60-69,M,neoplasias,cancer_colorretal_c18_c21,146
2013,1.0,60-69,M,neoplasias,cancer_estomago_c16,199
2013,1.0,60-69,M,neoplasias,cancer_hematologico_c81_c96,109
2013,1.0,60-69,M,neoplasias,cancer_mama_c50,3
2013,1.0,60-69,M,neoplasias,cancer_outros_c00_c97,996
2013,1.0,60-69,M,neoplasias,cancer_pancreas_c25,104
2013,1.0,60-69,M,neoplasias,cancer_prostata_c61,190
2013,1.0,60-69,M,neoplasias,cancer_pulmao_c34,349
2013,1.0,60-69,M,neoplasias,neoplasia_in_situ_benigna_d00_d48,31
2013,1.0,60-69,M,neuro_mentais,,181
2013,1.0,60-69,M,neuro_mentais,alzheimer_g30,21
2013,1.0,60-69,M,outras,,92
2013,1.0,60-69,M,respiratorio,,496
2013,1.0,60-69,M,respiratorio,pneumonia_j12_j18,295
2013,1.0,70-79,F,circulatorio,cardiomiopatia_i42_i43,105
2013,1.0,70-79,F,circulatorio,cardiopatia_mal_definida_i51,27
2013,1.0,70-79,F,circulatorio,cerebrovascular_i60_i69,1017
2013,1.0,70-79,F,circulatorio,circulatorio_outras,430
2013,1.0,70-79,F,circulatorio,embolia_pulmonar_i26,68
2013,1.0,70-79,F,circulatorio,hipertensao_i10,239
2013,1.0,70-79,F,circulatorio,infarto_agudo_i21_i22,715
2013,1.0,70-79,F,circulatorio,insuf_cardiaca_i50,255
2013,1.0,70-79,F,circulatorio,isquemica_outras_i20_i25,189
2013,1.0,70-79,F,circulatorio,parada_arritmia_i46_i49,89
2013,1.0,70-79,F,circulatorio,trombose_venosa_i80_i82,25
2013,1.0,70-79,F,digestivo,,396
2013,1.0,70-79,F,endocrino_diabetes,,146
2013,1.0,70-79,F,endocrino_diabetes,diabetes_e10_e14,709
2013,1.0,70-79,F,externas,,205
2013,1.0,70-79,F,geniturinario,,275
2013,1.0,70-79,F,infecciosas,,184
2013,1.0,70-79,F,infecciosas,sepse_a40_a41,151
2013,1.0,70-79,F,mal_definidas,,409
2013,1.0,70-79,F,neoplasias,cancer_colorretal_c18_c21,148
2013,1.0,70-79,F,neoplasias,cancer_estomago_c16,96
2013,1.0,70-79,F,neoplasias,cancer_hematologico_c81_c96,115
2013,1.0,70-79,F,neoplasias,cancer_mama_c50,203
2013,1.0,70-79,F,neoplasias,cancer_outros_c00_c97,798
2013,1.0,70-79,F,neoplasias,cancer_pancreas_c25,99
2013,1.0,70-79,F,neoplasias,cancer_pulmao_c34,209
2013,1.0,70-79,F,neoplasias,neoplasia_in_situ_benigna_d00_d48,36
2013,1.0,70-79,F,neuro_mentais,,98
2013,1.0,70-79,F,neuro_mentais,alzheimer_g30,151
2013,1.0,70-79,F,outras,,165
2013,1.0,70-79,F,respiratorio,,578
2013,1.0,70-79,F,respiratorio,pneumonia_j12_j18,486
2013,1.0,70-79,I,circulatorio,cerebrovascular_i60_i69,1
2013,1.0,70-79,I,circulatorio,parada_arritmia_i46_i49,1
2013,1.0,70-79,I,digestivo,,1
2013,1.0,70-79,M,circulatorio,cardiomiopatia_i42_i43,115
2013,1.0,70-79,M,circulatorio,cardiopatia_mal_definida_i51,53
2013,1.0,70-79,M,circulatorio,cerebrovascular_i60_i69,1166
2013,1.0,70-79,M,circulatorio,circulatorio_outras,466
2013,1.0,70-79,M,circulatorio,embolia_pulmonar_i26,61
2013,1.0,70-79,M,circulatorio,hipertensao_i10,207
2013,1.0,70-79,M,circulatorio,infarto_agudo_i21_i22,929
2013,1.0,70-79,M,circulatorio,insuf_cardiaca_i50,247
2013,1.0,70-79,M,circulatorio,isquemica_outras_i20_i25,257
